University College,Major,,,,Year,Classification,Weight,Course Code-Sec.(-Lab),Credit,Course Title,Target,,,,Instructor,Time,Room,Ref,Exchange
COMMON,START UP & FIELD STUDY,,,,"2,3,4",Electives,1000,U0019-01-00   ,3,START UP 106:STARTUP INSIGHTⅠ(DOMESTIC) ,,,,,"SOHN, HONG GYOO/KIM YOUNGTAE","Wed1,2,3/Wed1,2,3",Pre-recorded lecture/Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30000"");, ⒞",X
COMMON,START UP & FIELD STUDY,,,,"2,3,4",Electives,1000,U0020-01-00   ,3,START UP 108: TECHNICAL & STARTUP TREND ,,,,,"SOHN, HONG GYOO/KIM NAMSOO","Thu1,2,3/Thu1,2,3",Pre-recorded lecture/Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30000"");, ⒞",X
COMMON,START UP & FIELD STUDY,,,,"2,3,4",Electives,3000,U0021-01-00   ,3,START UP 306: STARTUP LEVEL-UP ,,,,,"SOHN, HONG GYOO/KIM YOUNGTAE","Mon6,7,8/Mon6,7,8",Pre-recorded lecture/Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30000"");, ⒞",X
COMMON,START UP & FIELD STUDY,,,,"2,3,4",Electives,4000,U0022-01-00   ,3,START UP 408: STARTUP GLOBAL SELLING ,,,,,"SOHN, HONG GYOO/KIM YOUNGTAE","Tue6,7,8",BYH S106,"javascript:OpenList5(""H1"",""20202"",""30000"");, ⒞",X
