학부대학,소분류,,,,학년,종별,단위,학정번호-분반(-실습),학점,교과목명,수강대상,,,,담당교수,강의시간,강의실,유의사항,국외교환학생가능
ROTC,군사학,,,,,일반,,MIL3002-01-00   ,2,안전및조직관리사례연구 ,,,,,,,,"javascript:OpenList5(""H1"",""20202"",""9999"");, ⒝",O
ROTC,군사학,,,,,일반,,MIL3002-02-00   ,2,안전및조직관리사례연구 ,,,,,,,,"javascript:OpenList5(""H1"",""20202"",""9999"");, ⒝",O
ROTC,군사학,,,,,일반,,MIL4002-01-00   ,2,조직리더십사례연구 ,,,,,,,,"javascript:OpenList5(""H1"",""20202"",""9999"");, ⒝",O
ROTC,군사학,,,,,일반,,MIL4002-02-00   ,2,조직리더십사례연구 ,,,,,,,,"javascript:OpenList5(""H1"",""20202"",""9999"");, ⒝",O
